-0.782,0.865,0.660,255,255,0,-0.611753,-0.076289,0.787362
-0.714,0.490,0.699,255,255,0,-0.640856,0.004135,0.767650
0.036,0.153,0.530,255,0,255,0.628881,0.001376,0.777500
-0.756,-0.138,0.671,255,255,0,-0.601528,-0.004111,0.798841
-0.907,0.384,0.553,255,255,0,-0.583230,0.017924,0.812109
-0.967,-0.204,0.516,255,255,0,-0.522792,-0.009456,0.852408
-0.819,0.656,0.617,255,255,0,-0.590006,-0.012378,0.807304
-0.773,0.002,0.657,255,255,0,-0.575774,0.026361,0.817184
-0.483,0.888,0.908,255,255,0,-0.631455,-0.098161,0.769174
-0.929,0.191,0.539,255,255,0,-0.528635,-0.043012,0.847759
-0.710,0.355,0.702,255,255,0,-0.631566,0.006910,0.775292
-0.163,-0.052,0.691,255,0,255,0.610700,0.004117,0.791851
-0.695,0.581,0.717,255,255,0,-0.635151,-0.061651,0.769924
0.069,0.680,0.505,255,0,255,0.648959,0.018143,0.760607
-0.454,-0.575,0.903,255,0,0,-0.074277,-0.947358,0.311442
-0.963,-0.468,0.517,255,255,0,-0.503765,-0.009404,0.863789
-0.899,0.710,0.562,255,255,0,-0.570691,0.017877,0.820970
-0.844,-0.848,0.608,255,255,0,-0.621591,0.040876,0.782275
0.045,-0.053,0.522,255,0,255,0.595693,-0.017968,0.803011
-0.867,-0.461,0.584,255,255,0,-0.636224,-0.006900,0.771473
-0.760,-0.614,0.672,255,255,0,-0.630214,0.006895,0.776391
-0.667,0.833,0.754,255,255,0,-0.622042,-0.067520,0.780067
-0.559,-0.096,0.827,255,255,0,-0.641925,0.009705,0.766706
-0.775,-0.533,0.660,255,255,0,-0.619817,-0.004123,0.784735
-0.759,0.072,0.664,255,255,0,-0.607086,0.029308,0.794096
-0.703,-0.122,0.712,255,255,0,-0.623436,0.015273,0.781725
-0.854,-0.205,0.598,255,255,0,-0.537791,-0.285455,0.793282
-0.816,0.093,0.623,255,255,0,-0.600092,0.020788,0.799661
-0.720,0.007,0.696,255,255,0,-0.625863,0.004127,0.779922
-0.004,-0.299,0.561,255,0,255,0.640861,0.001378,0.767655
-0.919,-0.833,0.549,255,255,0,-0.592077,0.020799,0.805613
-0.551,-0.378,0.840,255,255,0,-0.655240,0.041041,0.754305
-0.942,-0.804,0.533,255,255,0,-0.534701,0.014966,0.844909
-0.927,0.910,0.542,255,255,0,-0.600359,-0.064171,0.797152
-0.908,-0.898,0.559,255,255,0,-0.593906,0.017997,0.804334
-0.926,0.165,0.542,255,255,0,-0.528371,0.012225,0.848925
-0.944,0.665,0.529,255,255,0,-0.569452,0.012350,0.821932
-0.055,0.768,0.612,255,0,255,0.619249,-0.049597,0.783627
-0.756,-0.851,0.680,255,255,0,-0.647263,-0.023766,0.761897
-0.838,-0.601,0.610,255,255,0,-0.657881,0.046890,0.751661
-0.798,-0.740,0.643,255,255,0,-0.655172,-0.015301,0.755325
0.070,0.488,0.502,255,0,255,0.639507,0.001375,0.768784
-0.825,-0.442,0.618,255,255,0,-0.637238,0.015271,0.770516
-0.560,-0.939,0.842,255,255,0,-0.624688,0.040894,0.779803
-0.579,0.061,0.808,255,255,0,-0.647900,0.009712,0.761664
-0.739,-0.293,0.685,255,255,0,-0.616789,0.001374,0.787127
-0.774,-0.846,0.665,255,255,0,-0.632243,0.041018,0.773684
-0.803,0.605,0.629,255,255,0,-0.593125,-0.009633,0.805053
-0.636,0.575,0.766,255,255,0,-0.634377,-0.035165,0.772224
-0.887,-0.748,0.570,255,255,0,-0.613337,0.026545,0.789375
-0.795,-0.312,0.641,255,255,0,-0.621156,-0.004132,0.783676
-0.862,-0.314,0.589,255,255,0,-0.604720,-0.037883,0.795537
-0.713,-0.334,0.706,255,255,0,-0.630224,-0.004137,0.776403
-0.857,-0.621,0.593,255,255,0,-0.659751,-0.009723,0.751422
-0.937,-0.167,0.535,255,255,0,-0.541994,-0.028961,0.839883
-0.533,-0.678,0.856,255,255,0,-0.638216,0.023741,0.769491
-0.560,-0.123,0.827,255,255,0,-0.644587,-0.018099,0.764316
-0.869,0.566,0.584,255,255,0,-0.592041,-0.023571,0.805563
-0.928,0.407,0.540,255,255,0,-0.551876,0.004068,0.833916
-0.735,-0.749,0.694,255,255,0,-0.638573,0.018086,0.769349
-0.397,-0.036,0.889,255,0,255,0.637075,-0.038140,0.769858
-0.861,-0.696,0.591,255,255,0,-0.635757,0.035242,0.771084
-0.956,-0.285,0.522,255,255,0,-0.489390,-0.025757,0.871684
-0.187,-0.633,0.708,255,0,255,0.657019,0.006916,0.753843
-0.728,0.194,0.688,255,255,0,-0.619822,-0.001374,0.784741
-0.891,0.196,0.564,255,255,0,-0.581753,-0.001362,0.813364
-0.795,-0.789,0.646,255,255,0,-0.624176,0.006889,0.781253
-0.704,-0.362,0.713,255,255,0,-0.625863,-0.004127,0.779922
-0.944,0.847,0.528,255,255,0,-0.585614,-0.009600,0.810533
-0.843,-0.093,0.608,255,255,0,-0.591519,0.026444,0.805857
-0.792,-0.690,0.649,255,255,0,-0.634562,-0.009677,0.772811
-0.731,-0.562,0.695,255,255,0,-0.608891,0.026474,0.792812
-0.258,0.811,0.780,255,0,255,0.648959,-0.018143,0.760607
-0.880,0.300,0.573,255,255,0,-0.579542,-0.020747,0.814678
-0.766,0.345,0.658,255,255,0,-0.612421,0.001370,0.790530
-0.757,-0.480,0.672,255,255,0,-0.601649,0.035061,0.797991
-0.711,-0.886,0.718,255,255,0,-0.633061,0.032285,0.773429
0.010,0.636,0.552,255,0,255,0.631198,-0.015260,0.775472
-0.758,0.592,0.665,255,255,0,-0.636557,-0.023783,0.770863
-0.719,0.678,0.701,255,255,0,-0.656641,-0.041129,0.753081
-0.707,0.738,0.714,255,255,0,-0.653916,-0.038133,0.755605
-0.927,0.110,0.542,255,255,0,-0.545606,-0.001354,0.838040
-0.500,0.790,0.886,255,255,0,-0.662983,-0.035340,0.747800
-0.982,0.215,0.507,255,255,0,-0.493110,-0.004009,0.869958
-0.380,-0.240,0.871,255,0,255,0.648407,0.001377,0.761293
-0.781,-0.875,0.660,255,255,0,-0.634843,0.026627,0.772182
-0.688,0.364,0.720,255,255,0,-0.621156,-0.004132,0.783676
-0.671,0.736,0.744,255,255,0,-0.618990,-0.035090,0.784615
-0.488,-0.733,0.888,255,255,0,-0.586414,0.058215,0.807917
-0.501,-0.093,0.876,255,255,0,-0.637262,0.012495,0.770546
-0.507,0.607,0.873,255,255,0,-0.627537,-0.001373,0.778585
-0.662,0.780,0.754,255,255,0,-0.607981,-0.052437,0.792218
-0.688,0.315,0.720,255,255,0,-0.615457,0.001371,0.788169
-0.868,-0.292,0.584,255,255,0,-0.608561,-0.076250,0.789835
-0.823,-0.621,0.624,255,255,0,-0.638927,0.009702,0.769207
-0.099,0.767,0.650,255,0,255,0.642686,-0.046818,0.764697
-0.508,-0.387,0.873,255,255,0,-0.578126,0.004100,0.815937
-0.701,-0.384,0.716,255,255,0,-0.613339,0.009648,0.789761
-0.814,0.417,0.622,255,255,0,-0.594918,0.006870,0.803757
-0.826,-0.288,0.617,255,255,0,-0.614253,-0.015252,0.788962
-0.779,-0.253,0.654,255,255,0,-0.619822,-0.001374,0.784741
-0.531,0.993,0.889,255,255,0,-0.665831,-0.130174,0.734659
-0.717,-0.764,0.709,255,255,0,-0.641584,0.018092,0.766839
-0.905,0.468,0.555,255,255,0,-0.565050,-0.009577,0.825001
-0.300,-0.262,0.802,255,0,255,0.633537,0.001374,0.773712
-0.766,-0.506,0.665,255,255,0,-0.609135,-0.040797,0.792016
-0.686,-0.620,0.732,255,255,0,-0.639590,0.023792,0.768348
-0.898,0.289,0.560,255,255,0,-0.607590,0.023636,0.793899
-0.964,-0.032,0.520,255,255,0,-0.519635,-0.006749,0.854361
-0.776,0.178,0.651,255,255,0,-0.597991,0.009623,0.801445
-0.480,-0.237,0.895,255,255,0,-0.529067,-0.063151,0.846227
-0.863,0.255,0.585,255,255,0,-0.606321,0.018037,0.795016
-0.768,-0.324,0.662,255,255,0,-0.621156,-0.004132,0.783676
-0.090,-0.711,0.631,255,0,255,0.597522,-0.012420,0.801756
-0.535,-0.791,0.856,255,255,0,-0.645183,0.006908,0.763997
-0.396,-0.122,0.887,255,0,255,0.544228,-0.012276,0.838848
-0.917,-0.477,0.545,255,255,0,-0.563790,-0.006826,0.825890
-0.580,0.718,0.815,255,255,0,-0.635757,-0.035242,0.771084
-0.429,-0.401,0.906,255,0,255,0.559554,0.440006,0.702349
-0.937,0.078,0.536,255,255,0,-0.525521,0.001344,0.850780
-0.333,-0.937,0.834,255,0,255,0.643566,0.006920,0.765359
-0.548,-0.943,0.851,255,255,0,-0.632243,0.041018,0.773684
-0.781,0.542,0.646,255,255,0,-0.606331,-0.001369,0.795211
-0.783,-0.718,0.656,255,255,0,-0.624527,-0.001373,0.781002
-0.962,0.013,0.522,255,255,0,-0.508696,0.025912,0.860556
-0.738,-0.295,0.685,255,255,0,-0.616789,0.001374,0.787127
-0.651,0.552,0.753,255,255,0,-0.631792,-0.026617,0.774681
-0.811,-0.017,0.630,255,255,0,-0.570621,0.004086,0.821204
-0.736,0.001,0.685,255,255,0,-0.605456,0.012413,0.795782
-0.814,0.445,0.622,255,255,0,-0.594083,0.001366,0.804402
-0.776,0.731,0.654,255,255,0,-0.650899,0.038122,0.758206
-0.687,0.816,0.736,255,255,0,-0.649664,-0.055685,0.758179
-0.927,0.420,0.539,255,255,0,-0.559390,-0.006805,0.828877
-0.910,-0.146,0.554,255,255,0,-0.581406,-0.017953,0.813416
-0.526,0.456,0.855,255,255,0,-0.653579,-0.015329,0.756703
0.042,0.566,0.526,255,0,255,0.641906,0.012478,0.766682
-0.448,0.198,0.927,255,0,255,-0.640066,0.058708,0.766074
-0.870,-0.264,0.584,255,255,0,-0.605730,-0.097793,0.789638
-0.596,-0.100,0.797,255,255,0,-0.636886,0.020904,0.770674
-0.907,-0.237,0.555,255,255,0,-0.602198,0.029341,0.797807
0.090,0.422,0.485,255,0,255,0.651358,0.001377,0.758770
-0.964,-0.664,0.518,255,255,0,-0.500591,0.009394,0.865633
-0.769,0.699,0.659,255,255,0,-0.641016,-0.046904,0.766093
-0.915,-0.945,0.555,255,255,0,-0.584507,0.020727,0.811124
-0.565,-0.911,0.837,255,255,0,-0.630464,0.043920,0.774975
-0.697,0.447,0.713,255,255,0,-0.640577,-0.006918,0.767863
-0.918,0.659,0.548,255,255,0,-0.595386,0.004106,0.803429
-0.974,0.532,0.509,255,255,0,-0.482801,0.020173,0.875498
-0.849,0.430,0.596,255,255,0,-0.605905,-0.006870,0.795508
-0.737,-0.230,0.687,255,255,0,-0.626484,0.015280,0.779285
-0.446,-0.720,0.906,255,0,255,-0.079742,0.075250,0.993971
-0.670,0.080,0.735,255,255,0,-0.618641,0.018073,0.785466
-0.829,-0.715,0.617,255,255,0,-0.646532,0.009691,0.762825
-0.395,-0.365,0.882,255,0,255,0.632529,-0.018072,0.774326
-0.793,-0.049,0.643,255,255,0,-0.581253,-0.170602,0.795638
-0.971,0.407,0.514,255,255,0,-0.456163,0.009255,0.889848
-0.675,-0.632,0.741,255,255,0,-0.635901,0.012469,0.771670
-0.794,0.644,0.638,255,255,0,-0.589395,-0.141753,0.795311
-0.694,0.941,0.742,255,255,0,-0.575483,-0.081802,0.813713
-0.819,0.541,0.620,255,255,0,-0.580128,0.015158,0.814384
-0.692,-0.020,0.719,255,255,0,-0.613769,0.023660,0.789131
-0.328,0.571,0.833,255,0,255,0.639705,-0.043971,0.767362
-0.035,0.019,0.587,255,0,255,0.652716,-0.004140,0.757592
-0.820,0.790,0.623,255,255,0,-0.594143,-0.046572,0.803010
-0.858,0.708,0.590,255,255,0,-0.609841,0.015211,0.792378
-0.574,0.240,0.810,255,255,0,-0.625863,0.004127,0.779922
-0.868,0.142,0.582,255,255,0,-0.612911,0.015219,0.790005
-0.818,-0.852,0.628,255,255,0,-0.638216,0.023741,0.769491
-0.879,0.206,0.573,255,255,0,-0.603278,0.001368,0.797530
-0.936,-0.333,0.535,255,255,0,-0.543937,-0.028918,0.838627
-0.873,0.169,0.578,255,255,0,-0.609841,0.015211,0.792378
-0.643,0.228,0.756,255,255,0,-0.619451,-0.006898,0.785005
-0.919,0.936,0.551,255,255,0,-0.652561,-0.076687,0.753846
-0.790,0.772,0.645,255,255,0,-0.645826,-0.044001,0.762216
-0.318,-0.080,0.818,255,0,255,0.634246,-0.012491,0.773031
-0.768,-0.585,0.665,255,255,0,-0.641925,0.009705,0.766706
-0.030,-0.156,0.582,255,0,255,0.653822,-0.012493,0.756545
-0.989,0.540,0.506,255,255,0,-0.427409,0.022495,0.903778
-0.630,-0.766,0.779,255,255,0,-0.620382,0.015267,0.784151
-0.670,-0.972,0.757,255,255,0,-0.624186,0.046708,0.779878
-0.767,0.077,0.658,255,255,0,-0.600593,0.015187,0.799410
-0.491,0.220,0.884,255,255,0,-0.628167,-0.015254,0.777929
-0.852,-0.332,0.596,255,255,0,-0.624762,0.018089,0.780605
0.036,-0.933,0.527,255,0,255,0.646547,0.006922,0.762843
-0.629,-0.558,0.776,255,255,0,-0.628303,0.032329,0.777297
-0.671,-0.757,0.747,255,255,0,-0.619961,0.020898,0.784355
-0.890,0.362,0.565,255,255,0,-0.563099,0.026287,0.825971
-0.914,-0.363,0.549,255,255,0,-0.565023,-0.023485,0.824741
-0.878,-0.811,0.579,255,255,0,-0.622453,0.046790,0.781257
-0.693,0.784,0.728,255,255,0,-0.644430,-0.043906,0.763402
-0.333,-0.530,0.825,255,0,255,0.635186,-0.023732,0.771995
-0.995,-0.343,0.502,255,255,0,-0.462431,-0.001317,0.886654
-0.791,0.570,0.639,255,255,0,-0.593615,0.004113,0.804739
-0.630,-0.014,0.768,255,255,0,-0.621671,0.020861,0.783000
-0.744,-0.442,0.682,255,255,0,-0.629524,0.015286,0.776830
-0.955,-0.720,0.524,255,255,0,-0.514815,0.017659,0.857119
-0.605,-0.684,0.798,255,255,0,-0.624527,-0.001373,0.781002
-0.842,-0.821,0.608,255,255,0,-0.625863,0.004127,0.779922
-0.764,-0.130,0.665,255,255,0,-0.581225,0.006838,0.813714
-0.507,0.199,0.869,255,255,0,-0.663079,-0.001379,0.748548
-0.834,-0.442,0.611,255,255,0,-0.637566,0.009681,0.770335
-0.917,0.357,0.546,255,255,0,-0.579542,0.020747,0.814678
-0.535,-0.024,0.846,255,255,0,-0.647900,0.009712,0.761664
0.043,-0.170,0.525,255,0,255,0.624176,-0.006889,0.781253
-0.846,0.754,0.603,255,255,0,-0.617686,-0.032215,0.785764
-0.964,0.662,0.515,255,255,0,-0.554265,0.020630,0.832085
-0.062,0.787,0.619,255,0,255,0.626773,-0.052586,0.777426
-0.964,0.103,0.519,255,255,0,-0.506939,-0.009413,0.861931
-0.728,-0.231,0.694,255,255,0,-0.619033,0.015233,0.785217
-0.684,-0.618,0.733,255,255,0,-0.642955,0.018131,0.765689
-0.773,-0.745,0.663,255,255,0,-0.623803,-0.012448,0.781483
-0.643,0.118,0.756,255,255,0,-0.615078,0.004128,0.788456
-0.922,0.623,0.544,255,255,0,-0.573732,-0.004088,0.819033
-0.725,0.012,0.692,255,255,0,-0.616391,0.009653,0.787381
-0.652,-0.440,0.755,255,255,0,-0.652470,0.009697,0.757752
-0.928,-0.046,0.543,255,255,0,-0.569913,0.106403,0.814787
-0.244,0.104,0.760,255,0,255,0.649982,-0.026673,0.759482
-0.712,-0.141,0.706,255,255,0,-0.631198,0.015260,0.775472
-0.587,-0.065,0.803,255,255,0,-0.634246,0.012491,0.773031
-0.108,0.330,0.649,255,0,255,0.620353,-0.018042,0.784115
-0.870,0.594,0.584,255,255,0,-0.601528,0.004111,0.798841
-0.908,-0.559,0.551,255,255,0,-0.608548,0.009659,0.793458
-0.552,-0.732,0.841,255,255,0,-0.638573,0.018086,0.769349
-0.849,0.241,0.596,255,255,0,-0.593615,0.004113,0.804739
-0.541,-0.041,0.842,255,255,0,-0.643272,0.012504,0.765536
-0.559,-0.538,0.833,255,255,0,-0.631566,-0.006910,0.775292
-0.819,-0.392,0.623,255,255,0,-0.611597,0.012425,0.791072
-0.968,0.454,0.516,255,255,0,-0.450779,-0.028090,0.892194
-0.803,0.117,0.633,255,255,0,-0.582647,0.023527,0.812385
-0.187,0.129,0.713,255,0,255,0.630214,0.006895,0.776391
-0.683,0.215,0.723,255,255,0,-0.627208,-0.004135,0.778841
-0.765,0.940,0.680,255,255,0,-0.628223,-0.085601,0.773310
-0.933,-0.365,0.536,255,255,0,-0.537932,-0.037337,0.842161
-0.727,-0.070,0.692,255,255,0,-0.610281,0.009643,0.792126
-0.591,0.428,0.800,255,255,0,-0.630224,-0.004137,0.776403
-0.591,-0.706,0.809,255,255,0,-0.627199,0.006892,0.778829
-0.678,-0.307,0.735,255,255,0,-0.626857,0.009687,0.779074
-0.719,0.166,0.696,255,255,0,-0.616784,-0.004121,0.787121
-0.729,-0.225,0.692,255,255,0,-0.619057,0.012464,0.785247
-0.957,0.784,0.520,255,255,0,-0.537986,0.034575,0.842245
-0.889,0.206,0.566,255,255,0,-0.587928,-0.001364,0.808912
-0.895,0.864,0.567,255,255,0,-0.640922,-0.026647,0.767143
-0.677,0.390,0.729,255,255,0,-0.634886,-0.001377,0.772605
-0.891,0.465,0.565,255,255,0,-0.585819,0.020774,0.810175
-0.954,-0.030,0.526,255,255,0,-0.514097,0.004027,0.857723
-0.764,0.308,0.659,255,255,0,-0.612029,0.004126,0.790824
-0.736,0.455,0.681,255,255,0,-0.618487,0.001371,0.785794
-0.757,0.345,0.665,255,255,0,-0.613750,0.001373,0.789499
-0.954,0.102,0.525,255,255,0,-0.511280,-0.012141,0.859328
-0.708,-0.804,0.718,255,255,0,-0.633516,0.023774,0.773365
-0.808,-0.799,0.636,255,255,0,-0.623028,0.020907,0.781920
-0.812,0.268,0.623,255,255,0,-0.596698,0.004115,0.802456
-0.898,0.032,0.562,255,255,0,-0.590332,0.037860,0.806272
-0.040,-0.339,0.590,255,0,255,0.635901,-0.012469,0.771670
-0.937,0.038,0.535,255,255,0,-0.521609,0.004043,0.853175
-0.221,-0.546,0.736,255,0,255,0.648407,0.001377,0.761293
-0.849,0.327,0.596,255,255,0,-0.606331,-0.001369,0.795211
-0.726,-0.387,0.696,255,255,0,-0.627208,0.004135,0.778841
-0.775,-0.873,0.665,255,255,0,-0.636169,0.029491,0.770986
-0.829,0.787,0.616,255,255,0,-0.581952,-0.015134,0.813082
-0.873,-0.323,0.580,255,255,0,-0.616123,-0.049573,0.786088
-0.360,-0.272,0.853,255,0,255,0.676037,0.001382,0.736866
-0.786,-0.558,0.651,255,255,0,-0.594423,0.012413,0.804057
-0.946,-0.826,0.531,255,255,0,-0.534243,-0.004058,0.845321
-0.814,-0.603,0.630,255,255,0,-0.601921,0.015221,0.798410
-0.770,-0.280,0.661,255,255,0,-0.616789,-0.001374,0.787127
-0.843,-0.634,0.606,255,255,0,-0.670261,-0.001382,0.742124
-0.858,0.273,0.589,255,255,0,-0.610295,0.006888,0.792144
-0.870,-0.156,0.585,255,255,0,-0.638603,-0.015304,0.769384
-0.730,0.541,0.687,255,255,0,-0.631374,-0.032342,0.774804
-0.913,0.814,0.551,255,255,0,-0.614225,-0.018025,0.788925
-0.813,-0.576,0.630,255,255,0,-0.610295,-0.006888,0.792144
-0.481,0.345,0.888,255,255,0,-0.538763,0.121185,0.833696
-0.941,-0.188,0.533,255,255,0,-0.530341,0.009495,0.847731
-0.936,0.687,0.535,255,255,0,-0.575730,0.029133,0.817121
-0.794,-0.262,0.642,255,255,0,-0.606331,-0.001369,0.795211
-0.872,-0.210,0.584,255,255,0,-0.642920,-0.020919,0.765647
-0.838,-0.838,0.611,255,255,0,-0.628684,0.029404,0.777104
-0.870,-0.495,0.581,255,255,0,-0.638907,0.012473,0.769183
-0.639,-0.753,0.772,255,255,0,-0.616849,0.023671,0.786726
-0.967,0.481,0.516,255,255,0,-0.445899,0.058635,0.893161
-0.953,0.874,0.522,255,255,0,-0.573858,-0.015138,0.818815
-0.671,-0.523,0.741,255,255,0,-0.635225,0.020941,0.772043
-0.879,0.591,0.578,255,255,0,-0.608965,-0.006873,0.793167
-0.636,-0.237,0.766,255,255,0,-0.630214,0.006895,0.776391
-0.812,-0.962,0.641,255,255,0,-0.654453,0.052755,0.754260
-0.569,-0.936,0.835,255,255,0,-0.626064,0.040984,0.778694
-0.538,-0.919,0.859,255,255,0,-0.631173,0.055566,0.773650
-0.857,0.916,0.604,255,255,0,-0.632800,-0.085828,0.769543
-0.719,0.217,0.695,255,255,0,-0.613745,-0.004119,0.789493
-0.853,-0.751,0.598,255,255,0,-0.632986,0.113613,0.765781
-0.877,0.488,0.576,255,255,0,-0.606705,-0.049498,0.793384
-0.551,-0.705,0.841,255,255,0,-0.634793,0.029428,0.772122
-0.878,0.873,0.582,255,255,0,-0.648248,-0.032342,0.760742
-0.794,0.883,0.652,255,255,0,-0.609240,-0.082486,0.788684
-0.436,0.717,0.907,255,0,255,0.203190,-0.064485,0.977014
-0.908,0.075,0.554,255,255,0,-0.581974,0.012382,0.813113
-0.750,-0.564,0.679,255,255,0,-0.608433,0.029373,0.793061
-0.431,0.301,0.904,255,0,255,0.403862,0.001290,0.914819
-0.975,-0.288,0.512,255,255,0,-0.465583,-0.001319,0.885003
-0.991,-0.092,0.502,255,255,0,-0.523181,-0.017666,0.852038
-0.685,0.674,0.729,255,255,0,-0.640872,-0.029449,0.767083
-0.697,0.419,0.713,255,255,0,-0.632147,0.023723,0.774485
-0.371,0.818,0.878,255,0,255,0.597924,-0.040799,0.800514
-0.799,-0.433,0.639,255,255,0,-0.605319,0.029357,0.795442
-0.801,-0.128,0.638,255,255,0,-0.599311,0.009644,0.800459
-0.955,0.165,0.524,255,255,0,-0.504937,0.009425,0.863105
-0.852,0.879,0.604,255,255,0,-0.632800,-0.085828,0.769543
0.060,-0.849,0.506,255,0,255,0.659751,-0.009723,0.751422
-0.746,-0.745,0.685,255,255,0,-0.634246,0.012491,0.773031
-0.705,0.718,0.716,255,255,0,-0.668211,-0.049867,0.742299
-0.828,0.860,0.622,255,255,0,-0.640367,-0.088980,0.762897
-0.683,-0.022,0.726,255,255,0,-0.613337,0.026545,0.789375
-0.955,0.137,0.524,255,255,0,-0.510123,0.006730,0.860075
-0.786,0.083,0.645,255,255,0,-0.579542,0.020747,0.814678
-0.494,0.762,0.891,255,255,0,-0.599793,-0.037926,0.799256
-0.926,-0.192,0.542,255,255,0,-0.553711,-0.012305,0.832618
-0.577,0.703,0.818,255,255,0,-0.635321,-0.041034,0.771158
-0.901,-0.238,0.559,255,255,0,-0.601072,-0.009628,0.799137
-0.882,0.196,0.571,255,255,0,-0.596689,-0.006858,0.802443
-0.348,0.861,0.863,255,0,255,0.636072,-0.052650,0.769832
-0.796,0.739,0.637,255,255,0,-0.600593,-0.015187,0.799410
-0.684,-0.893,0.740,255,255,0,-0.633936,0.040945,0.772301
-0.791,0.365,0.639,255,255,0,-0.602681,0.026446,0.797544
-0.032,-0.902,0.584,255,0,255,0.642253,0.029513,0.765925
-0.749,-0.796,0.684,255,255,0,-0.645961,0.018137,0.763155
-0.093,-0.857,0.634,255,0,255,0.631566,0.006910,0.775292
-0.844,-0.517,0.603,255,255,0,-0.643551,0.009688,0.765342
-0.643,0.200,0.756,255,255,0,-0.611151,-0.018016,0.791309
-0.261,-0.092,0.771,255,0,255,0.625668,-0.026594,0.779636
-0.929,-0.450,0.538,255,255,0,-0.539322,-0.001352,0.842099
-0.122,0.858,0.674,255,0,255,0.659573,-0.043972,0.750353
-0.227,0.573,0.751,255,0,255,0.629618,-0.035214,0.776106
-0.977,-0.628,0.510,255,255,0,-0.500591,0.009394,0.865633
-0.632,-0.802,0.778,255,255,0,-0.615119,0.023712,0.788078
-0.353,0.066,0.853,255,0,255,0.657235,-0.001378,0.753685
-0.794,-0.345,0.642,255,255,0,-0.616789,-0.001374,0.787127
-0.271,0.665,0.789,255,0,255,0.631882,0.004130,0.775054
-0.530,0.441,0.850,255,255,0,-0.664027,-0.015313,0.747552
-0.653,-0.057,0.751,255,255,0,-0.620775,0.032230,0.783326
-0.571,0.032,0.815,255,255,0,-0.641614,0.015310,0.766875
-0.762,-0.766,0.671,255,255,0,-0.628533,0.009670,0.777723
-0.806,-0.634,0.637,255,255,0,-0.608524,-0.168444,0.775451
-0.478,0.233,0.894,255,255,0,-0.553709,0.049063,0.831264
-0.925,-0.670,0.542,255,255,0,-0.543001,0.009526,0.839678
-0.792,-0.053,0.644,255,255,0,-0.576839,0.004091,0.816848
-0.812,-0.263,0.627,255,255,0,-0.615999,0.012458,0.787648
-0.800,0.938,0.653,255,255,0,-0.590152,-0.067160,0.804493
-0.821,0.397,0.617,255,255,0,-0.595391,-0.001369,0.803435
-0.772,-0.657,0.664,255,255,0,-0.625507,0.009666,0.780158
-0.812,-0.132,0.630,255,255,0,-0.605475,-0.009654,0.795806
-0.069,-0.597,0.617,255,0,255,0.577554,-0.012347,0.816259
-0.846,-0.572,0.603,255,255,0,-0.659967,0.004151,0.751283
-0.878,-0.287,0.576,255,255,0,-0.612029,-0.004126,0.790824
-0.389,-0.422,0.875,255,0,255,0.658157,-0.012523,0.752776
-0.940,-0.857,0.535,255,255,0,-0.549617,-0.031842,0.834809
-0.916,0.821,0.549,255,255,0,-0.606331,0.001369,0.795211
-0.685,0.803,0.737,255,255,0,-0.640064,-0.040975,0.767229
